Entry	Entry name	Cross-reference (EMBL)	Cross-reference (GenBank)	Gene names	Protein names
I8LFW3	I8LFW3_MYCAB	AKVA01000011;		gdh MA3A0731_4751	NAD-dependent glutamate dehydrogenase (EC 1.4.1.2)
N7RBQ0	N7RBQ0_BRUSS	AQNX01000008;		C965_01959	Uncharacterized protein
S9TKK3	S9TKK3_9RALS	ASZV01000007;		C404_04465	NAD-glutamate dehydrogenase
U7UES6	U7UES6_9FIRM	AWXA01000051;		gdh HMPREF1250_1128	Glutamate dehydrogenase
I9GVR2	I9GVR2_MYCAB	AKVA01000006;		MA3A0731_1607	Putative NAD-DEPENDENT GLUTAMATE DEHYDROGENASE GDH
E1DFA9	E1DFA9_VIBPH	ACFN01000142;		VIPARAQ4037_2420	Bacterial NAD-glutamate dehydrogenase family protein
K2K457	K2K457_9GAMM	AMRI01000015;		B3C1_11429	Glutamate dehydrogenase
N6YGV1	N6YGV1_9RHOO	AMXA01000006;		C662_07044	NAD-glutamate dehydrogenase
N8BJY1	N8BJY1_BRUML	AQKD01000001;		C090_00413	Uncharacterized protein
I8WDU8	I8WDU8_MYCAB	AKVA01000003;		gudB MA3A0731_0660	NAD-specific glutamate dehydrogenase (EC 1.4.1.2)
A0A049D8E8	A0A049D8E8_MYCTX	JLID01000007;		X424_02356	NAD-dependent glutamate dehydrogenase Gdh
A0A055DXZ7	A0A055DXZ7_MYCTX	JKSP01000005;		W042_02094	NAD-dependent glutamate dehydrogenase Gdh
A0A054I3Z4	A0A054I3Z4_MYCTX	JLST01000006;		P985_01435	NAD-dependent glutamate dehydrogenase Gdh
A0A047H3F5	A0A047H3F5_MYCTX	JLOE01000003;		T617_02566	NAD-dependent glutamate dehydrogenase Gdh
A0A048MEB9	A0A048MEB9_MYCTX	JKVG01000008;		V969_01060	NAD-dependent glutamate dehydrogenase Gdh
A0A048EU54	A0A048EU54_MYCTX	JKWF01000005;		V943_01406	NAD-dependent glutamate dehydrogenase Gdh
A0A056ZRM9	A0A056ZRM9_MYCTX	JKEK01000012;		X160_02014	NAD-dependent glutamate dehydrogenase Gdh
A0A054EX68	A0A054EX68_MYCTX	JLQT01000006;		P973_00902	NAD-dependent glutamate dehydrogenase Gdh
A0A055VDH4	A0A055VDH4_MYCTX	JKQR01000017;		W092_02585	NAD-dependent glutamate dehydrogenase Gdh
A0A049NIH3	A0A049NIH3_MYCTX	JLGY01000004;		X456_02270	NAD-dependent glutamate dehydrogenase Gdh
A0A049NTL7	A0A049NTL7_MYCTX	JLGX01000004;		X458_02344	NAD-dependent glutamate dehydrogenase Gdh
A0A050WJ50	A0A050WJ50_MYCTX	JMAI01000002;		I076_01588	NAD-dependent glutamate dehydrogenase Gdh
A0A054PA06	A0A054PA06_MYCTX	JKUJ01000005;		V993_00845	NAD-dependent glutamate dehydrogenase Gdh
A0A054G2S2	A0A054G2S2_MYCTX	JLQP01000012;		P977_01056	NAD-dependent glutamate dehydrogenase Gdh
A0A051CPA4	A0A051CPA4_MYCTX	JLCH01000004;		I109_02577	NAD-dependent glutamate dehydrogenase Gdh
A0A040LIF3	A0A040LIF3_MYCTX	JKAF01000010;		AL11_02568	NAD-dependent glutamate dehydrogenase Gdh
A0A057KME1	A0A057KME1_MYCTX	JKCV01000011;		X201_02568	NAD-dependent glutamate dehydrogenase Gdh
A0A043VFG4	A0A043VFG4_MYCTX	JKLT01000015;		AO49_02195	NAD-dependent glutamate dehydrogenase Gdh
E4D2C2	E4D2C2_PROAA	ADYS01000040;		HMPREF9612_02555	Bacterial NAD-glutamate dehydrogenase
D6K2E3	D6K2E3_9ACTO	GG753626;		SSTG_01671	Glutamate dehydrogenase
H6SJ87	H6SJ87_RHOPH	HE663493;		RSPPHO_01426	Glutamate dehydrogenase (NAD) (EC 1.4.1.2)
E1EJQ4	E1EJQ4_VIBPH	ACKB01000136;		VIPARK5030_1554	Bacterial NAD-glutamate dehydrogenase family protein
E4D2C3	E4D2C3_PROAA	ADYS01000040;		HMPREF9612_02556	Uncharacterized protein
L9PK27	L9PK27_9BURK	AMWD01000002;		gdhB Jab_2c33270	NAD-specific glutamate dehydrogenase GdhB (EC 1.4.1.2)
N7Y2Z7	N7Y2Z7_BRUAO	AQJQ01000005;		C081_01603	Uncharacterized protein
F7NCR1	F7NCR1_XYLFS	AFDJ01000139;		XFEB_02210	NAD-specific glutamate dehydrogenase
G5EY57	G5EY57_9ACTO	ACUE01000007;		HMPREF1003_01829	Uncharacterized protein
E4GL27	E4GL27_PROAA	ADZN01000029;		HMPREF9595_02254	Bacterial NAD-glutamate dehydrogenase
H0HLD7	H0HLD7_9RHIZ	AHAM01000032;		MAXJ12_04739	NAD-glutamate dehydrogenase
H6SJ88	H6SJ88_RHOPH	HE663493;		RSPPHO_01427	Glutamate dehydrogenase (NAD) (EC 1.4.1.2)
N7N0H1	N7N0H1_BRUML	AQNM01000002;		C035_00473	Uncharacterized protein
A0A049CND7	A0A049CND7_MYCTX	JLIE01000002;		X423_01139	NAD-dependent glutamate dehydrogenase Gdh
A0A058CBD3	A0A058CBD3_MYCTX	JLLJ01000001;		X333_00202	NAD-dependent glutamate dehydrogenase Gdh
A0A038UBN2	A0A038UBN2_MYCTX	JKPK01000016;		AN53_02466	NAD-dependent glutamate dehydrogenase Gdh
Q9AFC0	Q9AFC0_PEPAS	AF352064;		gdh	Glutamate dehydrogenase (Fragment)
A0A055XYE6	A0A055XYE6_MYCTX	JKQJ01000010;		W103_02581	NAD-dependent glutamate dehydrogenase Gdh
A0A045LK79	A0A045LK79_9MYCO	JLAT01000003;		N048_01060	NAD-dependent glutamate dehydrogenase Gdh
A0A042DY28	A0A042DY28_MYCTX	JJUY01000014;		AM83_02010	NAD-dependent glutamate dehydrogenase Gdh
A0A055HPW3	A0A055HPW3_MYCTX	JKSE01000010;		W053_02554	NAD-dependent glutamate dehydrogenase Gdh
E2U0K2	E2U0K2_MYCTX	ADHT01000116;		TMDG_00954	NAD-dependent glutamate dehydrogenase gdh
K9CX90	K9CX90_SPHYA	AGZU01000008;		HMPREF9718_03094	Uncharacterized protein
H0JNE3	H0JNE3_9NOCA	AHBW01000033;		AK37_05642	Glutamate dehydrogenase
I0P9T2	I0P9T2_MYCAB	AJGF01000010;		OUW_19501	Glutamate dehydrogenase
I9IHI0	I9IHI0_MYCAB	AKVE01000007;		gudB MA4S0116S_4725	NAD-specific glutamate dehydrogenase (EC 1.4.1.2)
S0H573	S0H573_STRA9	AROY02000102;		K530_14737	NAD-glutamate dehydrogenase
X7DTZ4	X7DTZ4_PSEAI	AZZQ01000009;		Q042_02836	NAD-specific glutamate dehydrogenase
I0PEL3	I0PEL3_MYCAB	AJGF01000008;		OUW_14535	NAD-glutamate dehydrogenase
U8LC23	U8LC23_PSEAI	AXPS01000003;		Q062_01945	NAD-specific glutamate dehydrogenase
L8D670	L8D670_9GAMM	CAPN01000051;		PALB_27370	NAD-specific glutamate dehydrogenase (EC 1.4.1.2)
R1HZT0	R1HZT0_9PSEU	AOUO01000368;		H480_24747	NAD-glutamate dehydrogenase (Fragment)
U4FZB0	U4FZB0_9VIBR	CAOA01000046;		gdhB VIBNIPon4_140028	NAD-specific glutamate dehydrogenase (EC 1.4.1.2)
I9IW76	I9IW76_MYCAB	AKVE01000003;		MA4S0116S_0541	Putative NAD-DEPENDENT GLUTAMATE DEHYDROGENASE GDH
I8XUH3	I8XUH3_MYCAB	AKVE01000007;		gdh MA4S0116S_3340	NAD-dependent glutamate dehydrogenase (EC 1.4.1.2)
K1IK03	K1IK03_9GAMM	AGWV01000005;		HMPREF1169_01721	Uncharacterized protein
R1HYZ4	R1HYZ4_9PSEU	AOUO01000116;		H480_09443	NAD-glutamate dehydrogenase (Fragment)
A0A040F4S9	A0A040F4S9_MYCTX	JLEC01000020;		AJ36_02654	NAD-dependent glutamate dehydrogenase Gdh
A0A048TTU6	A0A048TTU6_MYCTX	JLJH01000001;		X390_00013	NAD-dependent glutamate dehydrogenase Gdh
A0A016KZL2	A0A016KZL2_BACFG	JGEO01000054;		gdh M134_3599	Glutamate dehydrogenase
A0A047M1T7	A0A047M1T7_MYCTX	JLNO01000003;		V199_00587	NAD-dependent glutamate dehydrogenase Gdh
A0A057IVY7	A0A057IVY7_MYCTX	JKDB01000012;		X195_02558	NAD-dependent glutamate dehydrogenase Gdh
A0A051Z765	A0A051Z765_MYCTX	JLXF01000001;		K892_05708	NAD-dependent glutamate dehydrogenase Gdh
J1B906	J1B906_STREE	ALCV01000005;		gdh SPAR166_1406	Glutamate dehydrogenase
A0A056MDY1	A0A056MDY1_MYCTX	JKFY01000009;		X119_02579	NAD-dependent glutamate dehydrogenase Gdh
A0A044Y7I8	A0A044Y7I8_MYCTX	JKIL01000014;		AP40_01861	NAD-dependent glutamate dehydrogenase Gdh
A0A057N4S3	A0A057N4S3_MYCTX	JKCO01000012;		X208_02572	NAD-dependent glutamate dehydrogenase Gdh
A0A039WSE7	A0A039WSE7_MYCTX	JLFJ01000023;		AJ02_02145	NAD-dependent glutamate dehydrogenase Gdh
A0A058C164	A0A058C164_MYCTX	JLLK01000002;		X332_00204	NAD-dependent glutamate dehydrogenase Gdh
A0A054AYC3	A0A054AYC3_MYCTX	JLRH01000002;		P957_00131	NAD-dependent glutamate dehydrogenase Gdh
A0A051EVA8	A0A051EVA8_MYCTX	JLZU01000004;		K832_05741	NAD-dependent glutamate dehydrogenase Gdh
A0A057YM73	A0A057YM73_MYCTX	JLLV01000005;		X318_01306	NAD-dependent glutamate dehydrogenase Gdh
A0A039TYS0	A0A039TYS0_MYCTX	JLFR01000024;		AI94_02763	NAD-dependent glutamate dehydrogenase Gdh
C7X6E0	C7X6E0_9PORP	GG698738;		gdh HMPREF0619_01032	Glutamate dehydrogenase
U9CPW8	U9CPW8_PSEAI	AXRQ01000013;		P999_03175	NAD-specific glutamate dehydrogenase
J5WFN1	J5WFN1_9FIRM	ALNL01000023;		gdh HMPREF1152_0628	Glutamate dehydrogenase
I4IZZ4	I4IZZ4_PROAA	AIJP01000006;		TICEST70_09867	NAD-specific glutamate dehydrogenase, large form
N7CED1	N7CED1_BRUAO	AQLS01000002;		C029_01671	Uncharacterized protein
V1DJE0	V1DJE0_9GAMM	AXZL01000067;		SHD_2325	NAD-glutamate dehydrogenase
Z7LRG2	Z7LRG2_VIBCL	JDTE01000054;		gdhB VCPCS022_001579	NAD-specific glutamate dehydrogenase (EC 1.4.1.2)
U7Z3Q5	U7Z3Q5_BRUSS	AXMW01000013;		P046_02764	Uncharacterized protein
N7E5J7	N7E5J7_BRUAO	AQLZ01000001;		C970_00518	Uncharacterized protein
E6CL66	E6CL66_PROAA	ADYC01000047;		HMPREF9599_00660	Bacterial NAD-glutamate dehydrogenase
N7DPY0	N7DPY0_BRUAO	AQMB01000002;		C973_01706	Uncharacterized protein
W3TZ05	W3TZ05_BARQI	AZZX01000006;		Q649_00206	Uncharacterized protein
V8L7Y1	V8L7Y1_XYLFS	AWYH01000018;		B398_04625	Glutamate dehydrogenase
A0A052WBY6	A0A052WBY6_MYCTX	JLUZ01000008;		P460_01892	NAD-dependent glutamate dehydrogenase Gdh
A0A047Z361	A0A047Z361_MYCTX	JKWX01000005;		V925_01381	NAD-dependent glutamate dehydrogenase Gdh
A0A056FUA9	A0A056FUA9_MYCTX	JKGU01000004;		X097_02561	NAD-dependent glutamate dehydrogenase Gdh
A0A055AR56	A0A055AR56_MYCTX	JKSZ01000010;		W032_02576	NAD-dependent glutamate dehydrogenase Gdh
A0A045UB74	A0A045UB74_MYCTX	JKZT01000011;		N078_01844	NAD-dependent glutamate dehydrogenase Gdh
A0A043WMU4	A0A043WMU4_MYCTX	JKLO01000021;		AO54_02650	NAD-dependent glutamate dehydrogenase Gdh
A0A056YX33	A0A056YX33_MYCTX	JKEM01000010;		X158_01795	NAD-dependent glutamate dehydrogenase Gdh
A0A051T8F4	A0A051T8F4_MYCTX	JLXX01000013;		K874_06487	NAD-dependent glutamate dehydrogenase Gdh
A0A049MKV6	A0A049MKV6_MYCTX	JLHA01000007;		X453_02584	NAD-dependent glutamate dehydrogenase Gdh
A0A053JA55	A0A053JA55_MYCTX	JLTM01000013;		P500_02574	NAD-dependent glutamate dehydrogenase Gdh
A0A055SEC8	A0A055SEC8_MYCTX	JKRB01000003;		W082_00748	NAD-dependent glutamate dehydrogenase Gdh
A0A049JI17	A0A049JI17_MYCTX	JLHJ01000006;		X444_02557	NAD-dependent glutamate dehydrogenase Gdh
A0A052CCZ4	A0A052CCZ4_MYCTX	JLWU01000011;		K901_04843	NAD-dependent glutamate dehydrogenase Gdh
A0A046JC03	A0A046JC03_MYCTX	JKXX01000007;		N130_02562	NAD-dependent glutamate dehydrogenase Gdh
A0A055ETK0	A0A055ETK0_MYCTX	JKSO01000006;		W043_01053	NAD-dependent glutamate dehydrogenase Gdh
T0A105	T0A105_MYCAB	AUMY01000009;		M879_11370	NAD-glutamate dehydrogenase
T2R741	T2R741_MYCAB	AUMY01000036;		M879_24405	NAD-glutamate dehydrogenase
X7AFQ4	X7AFQ4_PSEAI	AZZJ01000002;		Q049_01642	NAD-specific glutamate dehydrogenase
D0XD73	D0XD73_VIBHA	ACZC01000034;		VME_30360	Uncharacterized protein
U5A4N9	U5A4N9_9VIBR	ATLT01000001;		M565_ctg1P0940	NAD-specific glutamate dehydrogenase , large form
D0XD74	D0XD74_VIBHA	ACZC01000034;		VME_30370	Uncharacterized protein
X6IFR0	X6IFR0_9RHIZ	AYXA01000009;		X731_20895	NAD-glutamate dehydrogenase
Z9JMV0	Z9JMV0_XYLFS	JDSQ01000002;		AF72_01265	Glutamate dehydrogenase
X6HLM9	X6HLM9_9RHIZ	AYWY01000005;		X733_11510	NAD-glutamate dehydrogenase
F5J7B1	F5J7B1_9RHIZ	AECL01000011;		gdh AGRO_1043	NAD-glutamate dehydrogenase
G9ERG4	G9ERG4_9GAMM	JH413835;		LDG_7879	NAD-glutamate dehydrogenase
H5URX7	H5URX7_9MICO	BAFE01000052;		gdh MOPEL_073_01260	NAD-specific glutamate dehydrogenase
A7K626	A7K626_VIBSE	DS267858;		VEx25_B0278	NAD-specific glutamate dehydrogenase
C9UP98	C9UP98_BRUAO	DS999888;		BACG_03212	NAD-glutamate dehydrogenase
H5T9G4	H5T9G4_9ALTE	BAET01000007;		gdhB GPUN_0806	NAD-specific glutamate dehydrogenase
K2LLH9	K2LLH9_9PROT	AMRN01000001;		TH2_01100	Glutamate dehydrogenase
S9ZWJ8	S9ZWJ8_MYCAB	AUMY01000016;		M879_16900	Glutamate dehydrogenase
H0HD70	H0HD70_RHIRD	AGVZ01000007;		AT5A_18101	NAD-glutamate dehydrogenase
A0A055GL77	A0A055GL77_MYCTX	JKSI01000016;		W049_02956	NAD-dependent glutamate dehydrogenase Gdh
A0A055ZNT8	A0A055ZNT8_MYCTX	JKHP01000006;		X074_02587	NAD-dependent glutamate dehydrogenase Gdh
A0A041MCN8	A0A041MCN8_MYCTX	JJXB01000023;		AM13_03113	NAD-dependent glutamate dehydrogenase Gdh
A0A045UUZ1	A0A045UUZ1_9MYCO	JKZQ01000010;		N081_02551	NAD-dependent glutamate dehydrogenase Gdh
A0A046X7K4	A0A046X7K4_MYCTX	JLPK01000010;		T584_02558	NAD-dependent glutamate dehydrogenase Gdh
A0A042GLP1	A0A042GLP1_MYCTX	JJUL01000002;		AM96_02492	NAD-dependent glutamate dehydrogenase Gdh
A0A057L7H5	A0A057L7H5_MYCTX	JKCU01000011;		X202_02577	NAD-dependent glutamate dehydrogenase Gdh
A0A052A281	A0A052A281_MYCTX	JLXA01000004;		K895_05734	NAD-dependent glutamate dehydrogenase Gdh
A0A044SG63	A0A044SG63_MYCTX	JKJA01000019;		AP24_02451	NAD-dependent glutamate dehydrogenase Gdh
A0A042XDX7	A0A042XDX7_MYCTX	JKON01000011;		AN76_02576	NAD-dependent glutamate dehydrogenase Gdh
A0A039PKX2	A0A039PKX2_MYCTX	JLGJ01000016;		AI76_01982	NAD-dependent glutamate dehydrogenase Gdh
A0A057EVE2	A0A057EVE2_MYCTX	JKDO01000021;		X182_02583	NAD-dependent glutamate dehydrogenase Gdh
G1APP1	G1APP1_9STRE	JF414113;		gdh	Glutamate dehydrogenase (Fragment)
A0A042B5V4	A0A042B5V4_MYCTX	JJVG01000023;		AM72_02859	NAD-dependent glutamate dehydrogenase Gdh
A0A044CKE3	A0A044CKE3_MYCTX	JKKV01000017;		AO75_02233	NAD-dependent glutamate dehydrogenase Gdh
A0A058SA48	A0A058SA48_MYCTX	JLJM01000014;		X385_02448	NAD-dependent glutamate dehydrogenase Gdh
A0A047YJQ3	A0A047YJQ3_MYCTX	JKWY01000011;		V924_02279	NAD-dependent glutamate dehydrogenase Gdh
A0A053SPU0	A0A053SPU0_MYCTX	JLSH01000009;		P921_01864	NAD-dependent glutamate dehydrogenase Gdh
F1TQZ1	F1TQZ1_PROAA	ADWB01000027;		HMPREF9337_02100	Bacterial NAD-glutamate dehydrogenase
I4N0T5	I4N0T5_9PSED	AJWX01000018;		PMM47T1_19020	NAD-glutamate dehydrogenase
K5V4T2	K5V4T2_9VIBR	AJSR01002671;		VCHENC02_5948	Bacterial NAD-glutamate dehydrogenase family protein (Fragment)
M5D0B9	M5D0B9_STEMA	CALM01000837;		gdh SMRA8_3051	Glutamate dehydrogenase (EC 1.4.1.2)
B5WP29	B5WP29_9BURK	ABYL01000084;		BH160DRAFT_4832	NAD-glutamate dehydrogenase
L7LJA2	L7LJA2_9ACTO	BANU01000015;		gdh GSI01S_15_00800	NAD-dependent glutamate dehydrogenase
D7H8V8	D7H8V8_VIBCL	GG774555;		VCRC385_01071	Putative uncharacterized protein
F0BA50	F0BA50_9XANT	AEQV01000022;		XVE_0996	Glutamate dehydrogenase (NAD) (EC 1.4.1.2)
K5VTP8	K5VTP8_9VIBR	AJSR01002672;		VCHENC02_5949A	Bacterial NAD-glutamate dehydrogenase family protein (Fragment)
K5JZH3	K5JZH3_VIBCL	AJRL01000030;		VCCP10336_2103	Bacterial NAD-glutamate dehydrogenase family protein
K5V4S8	K5V4S8_9VIBR	AJSR01002673;		VCHENC02_5950A	Bacterial NAD-glutamate dehydrogenase family protein (Fragment)
J4RW60	J4RW60_9BURK	ALIW01000534;		BURMUCF1_A0580	Bacterial NAD-glutamate dehydrogenase
U9PL49	U9PL49_PSEAI	AXRI01000014;		Q007_06045	NAD-specific glutamate dehydrogenase
X5WA39	X5WA39_9RHIZ	AYWA01000007;		X757_21210	NAD-glutamate dehydrogenase
X5TZN9	X5TZN9_9RHIZ	AYVT01000007;		X764_18935	NAD-glutamate dehydrogenase
L7LL40	L7LL40_9ACTO	BANU01000019;		gdh GSI01S_19_00380	NAD-dependent glutamate dehydrogenase
Z9J5S2	Z9J5S2_VIBVL	JDSE01000062;		Y702_18555	NAD-glutamate dehydrogenase
W0Y192	W0Y192_KLEPN	CBTW010000019;		gdh KPST86_260084	Glutamate dehydrogenase
A0A057H8C9	A0A057H8C9_MYCTX	JKDG01000007;		X190_02566	NAD-dependent glutamate dehydrogenase Gdh
A0A041DDA8	A0A041DDA8_MYCTX	JJYF01000002;		AL81_01773	NAD-dependent glutamate dehydrogenase Gdh
A0A051UE01	A0A051UE01_MYCTX	JLXU01000011;		K877_06466	NAD-dependent glutamate dehydrogenase Gdh
A0A046BRZ4	A0A046BRZ4_MYCTX	JKYX01000009;		N103_01409	NAD-dependent glutamate dehydrogenase Gdh
A0A040JH15	A0A040JH15_MYCTX	JLDL01000028;		AJ53_03103	NAD-dependent glutamate dehydrogenase Gdh
C2K157	C2K157_LACRH	ACIZ01000114;		gdh HMPREF0539_2892	Glutamate dehydrogenase
A0A053F5L5	A0A053F5L5_MYCTX	JLTY01000008;		P488_02571	NAD-dependent glutamate dehydrogenase Gdh
A0A042Q7U7	A0A042Q7U7_MYCTX	JKPL01000011;		AN52_02283	NAD-dependent glutamate dehydrogenase Gdh
H3PFF8	H3PFF8_BRUAO	AGVF01000015;		M17_03093	Uncharacterized protein
U2G3S0	U2G3S0_9GAMM	AFNV02000001;		gdh SSPSH_000105	Glutamate dehydrogenase Gdh protein (EC 1.4.1.2)
L8KMG2	L8KMG2_9MYCO	AKIG01000001;		W7U_04065	Glutamate dehydrogenase
K5M2U5	K5M2U5_VIBCL	AJRR01000089;		VCHC55C2_1726	Bacterial NAD-glutamate dehydrogenase family protein
K8XHG1	K8XHG1_RHOOP	AJYC02000242;		WSS_A42400	Glutamate dehydrogenase
K8X6R5	K8X6R5_RHOOP	AJYC02000160;		WSS_A38366	NAD-dependent glutamate dehydrogenase
M7JII3	M7JII3_VIBCL	APFX01000041;		gdhB VCEM1626_001589	NAD-specific glutamate dehydrogenase (EC 1.4.1.2)
U8GAM8	U8GAM8_PSEAI	AXOZ01000001;		Q081_01153	NAD-specific glutamate dehydrogenase
K8XHV1	K8XHV1_RHOOP	AJYC02000070;		WSS_A22328	NAD specific glutamate dehydrogenase
E4C0Y5	E4C0Y5_PROAA	ADYJ01000033;		HMPREF9616_02537	Bacterial NAD-glutamate dehydrogenase
K8XJY5	K8XJY5_RHOOP	AJYC02000046;		WSS_A14929	NAD-specific glutamate dehydrogenase
N8KIV1	N8KIV1_BRUSS	AQLH01000009;		B968_03196	Uncharacterized protein
N7YH59	N7YH59_BRUAO	AQJS01000012;		C054_01662	Uncharacterized protein
N7BCZ3	N7BCZ3_BRUAO	AQLO01000004;		C082_01665	Uncharacterized protein
W7LGH1	W7LGH1_XYLFS	AXDP01000015;		P910_002377	NAD-glutamate dehydrogenase
K8XJX3	K8XJX3_RHOOP	AJYC02000062;		WSS_A19199	NAD-specific glutamate dehydrogenase
F5TRH6	F5TRH6_9ACTO	AFIL01000003;		HMPREF9948_1893	Bacterial NAD-glutamate dehydrogenase
K8XVZ9	K8XVZ9_RHOOP	AJYC02000035;		WSS_A12658	NAD-specific glutamate dehydrogenase
V5CAJ2	V5CAJ2_9GAMM	AYLO01000009;		gdhB MGMO_9c00290	NAD-specific glutamate dehydrogenase GdhB (EC 1.4.1.2)
A0A038TW50	A0A038TW50_MYCTX	JKVL01000015;		V964_02528	NAD-dependent glutamate dehydrogenase Gdh
A0A021XHH7	A0A021XHH7_9RHIZ	AYLZ02000027;		gdh SHLA_114c000010	Glutamate dehydrogenase
A0A042J4X6	A0A042J4X6_MYCTX	JKQE01000009;		AN32_02285	NAD-dependent glutamate dehydrogenase Gdh
A0A045PZN6	A0A045PZN6_MYCTX	JLAI01000008;		N063_02563	NAD-dependent glutamate dehydrogenase Gdh
A0A039BMQ2	A0A039BMQ2_MYCTX	JJUG01000007;		AN02_01377	NAD-dependent glutamate dehydrogenase Gdh
A0A053LFY3	A0A053LFY3_MYCTX	JLTF01000003;		P507_01809	NAD-dependent glutamate dehydrogenase Gdh
A0A048SLP7	A0A048SLP7_MYCTX	JLJK01000002;		X387_02353	NAD-dependent glutamate dehydrogenase Gdh
A0A052RMM3	A0A052RMM3_MYCTX	JLVO01000002;		P444_01976	NAD-dependent glutamate dehydrogenase Gdh
A0A050ICN5	A0A050ICN5_MYCTX	JJSE01000023;		BA54_02983	NAD-dependent glutamate dehydrogenase Gdh
A0A046JL25	A0A046JL25_MYCTX	JKXV01000008;		N132_02570	NAD-dependent glutamate dehydrogenase Gdh
A0A046A605	A0A046A605_MYCTX	JKZA01000009;		N100_02562	NAD-dependent glutamate dehydrogenase Gdh
A0A056L3X3	A0A056L3X3_MYCTX	JKGD01000027;		X114_03003	NAD-dependent glutamate dehydrogenase Gdh
A0A041I169	A0A041I169_MYCTX	JJXQ01000006;		AL96_02562	NAD-dependent glutamate dehydrogenase Gdh
A0A057CRJ9	A0A057CRJ9_MYCTX	JKDU01000011;		X176_02580	NAD-dependent glutamate dehydrogenase Gdh
A0A050L830	A0A050L830_MYCTX	JLYY01000020;		G062_06444	NAD-dependent glutamate dehydrogenase Gdh
A0A057BJH9	A0A057BJH9_MYCTX	JKDZ01000009;		X171_02595	NAD-dependent glutamate dehydrogenase Gdh
A0A039D5H0	A0A039D5H0_MYCTX	JKBN01000003;		Z555_00464	NAD-dependent glutamate dehydrogenase Gdh
A0A046TWD3	A0A046TWD3_MYCTX	JLPW01000022;		T572_02994	NAD-dependent glutamate dehydrogenase Gdh
T5H2U8	T5H2U8_MYCTX	ANFI01000061;		GuangZ0019_2338	NAD-dependent glutamate dehydrogenase gdh (EC 1.4.1.2)
E4HGF4	E4HGF4_PROAA	ADZT01000053;		HMPREF9608_02598	Bacterial NAD-glutamate dehydrogenase
D5ZZ71	D5ZZ71_9ACTO	DS999641;		SSFG_04381	NAD-glutamate dehydrogenase
N7QLV2	N7QLV2_BRUSS	AQNY01000010;		C977_03012	Uncharacterized protein
V6JT29	V6JT29_9ACTO	AWQV01000865;		N566_26735	NAD-glutamate dehydrogenase
X6A8T5	X6A8T5_9RHIZ	AYWI01000004;		X749_10480	NAD-glutamate dehydrogenase
U7ZMG3	U7ZMG3_BRUAO	AXMX01000003;		P045_00917	Uncharacterized protein
K5RR36	K5RR36_VIBCL	AJSI01000116;		gdhB VCHC17A2_1998	NAD-specific glutamate dehydrogenase (EC 1.4.1.2)
G4F812	G4F812_9GAMM	AGIB01000055;		HAL1_12649	NAD-glutamate dehydrogenase
W2V112	W2V112_9RICK	AXCJ01000008;		gdh P857_624	NAD-specific glutamate dehydrogenase
N8L0D3	N8L0D3_BRUOV	AQIH01000011;		H713_01736	Uncharacterized protein
E4FRG4	E4FRG4_PROAA	ADZJ01000025;		HMPREF9618_01792	Bacterial NAD-glutamate dehydrogenase
N7P7K5	N7P7K5_BRUML	AQNN01000002;		C048_00415	Uncharacterized protein
M7IYY5	M7IYY5_VIBCL	APFW01000054;		gdhB VCEM1546_001890	NAD-specific glutamate dehydrogenase (EC 1.4.1.2)
D1RMG8	D1RMG8_LEGLO	ACZG01000002;		LLB_3591	NAD-glutamate dehydrogenase
D1RH46	D1RH46_LEGLO	ACZG01000001;		LLB_0933	NAD-glutamate dehydrogenase
S3T837	S3T837_BRUAO	ATHE01000003;		L255_01732	Uncharacterized protein
U2B7B1	U2B7B1_9PSED	AVOF01000429;		N878_07220	Glutamate dehydrogenase
N7ICU8	N7ICU8_BRUAO	AQMP01000001;		C012_02061	Uncharacterized protein
W3U280	W3U280_BARQI	AZZY01000009;		Q648_01058	Uncharacterized protein
N8F3Z4	N8F3Z4_BRUML	AQKM01000001;		C033_00414	Uncharacterized protein
D0RG95	D0RG95_9RHIZ	GG663477;		BATG_03168	ATP/GTP-binding site domain-containing protein A
A0A044A8P8	A0A044A8P8_MYCTX	JKLD01000018;		AO67_02278	NAD-dependent glutamate dehydrogenase Gdh
A0A044GGG6	A0A044GGG6_MYCTX	JKKJ01000020;		AO87_02322	NAD-dependent glutamate dehydrogenase Gdh
A0A042N1H0	A0A042N1H0_MYCTX	JKPT01000005;		AN44_01064	NAD-dependent glutamate dehydrogenase Gdh
A0A053YAW7	A0A053YAW7_MYCTX	JLRN01000040;		P949_03060	NAD-dependent glutamate dehydrogenase Gdh
A0A050IDQ1	A0A050IDQ1_MYCTX	JJSG01000023;		BA40_02503	NAD-dependent glutamate dehydrogenase Gdh
A0A051J496	A0A051J496_MYCTX	JLZG01000014;		K845_06468	NAD-dependent glutamate dehydrogenase Gdh
A0A039AN33	A0A039AN33_MYCTX	JJUM01000012;		AM95_02270	NAD-dependent glutamate dehydrogenase Gdh
A0A048EW41	A0A048EW41_MYCTX	JKWG01000003;		V942_00460	NAD-dependent glutamate dehydrogenase Gdh
A0A044DP41	A0A044DP41_MYCTX	JKKR01000020;		AO79_02597	NAD-dependent glutamate dehydrogenase Gdh
A0A046RW54	A0A046RW54_MYCTX	JLBK01000010;		Q640_02577	NAD-dependent glutamate dehydrogenase Gdh
